,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,CLTV,Age,Number of Dependents,Churn Label,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Gender,Married,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
125,0,13,40.99,21,73.35,931.55,49.02,0,532.87,1415.4,4645,64,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
126,0,5,0.0,26,28.45,131.05,0.0,0,0.0,131.05,4099,77,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
127,1,1,12.46,22,69.55,69.55,0.0,0,12.46,82.00999999999999,5948,76,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
128,0,21,49.05,9,84.1,1737.45,0.0,0,1030.05,2767.5,4649,46,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
129,0,1,25.99,0,20.0,20.0,0.0,0,25.99,45.989999999999995,5650,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
130,0,20,48.73,12,94.1,1782.4,0.0,80,974.5999999999999,2837.0,2666,77,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
131,3,51,29.4,21,106.8,5498.8,0.0,140,1499.3999999999999,7138.2,4640,31,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
132,0,50,21.72,0,20.15,989.05,0.0,0,1086.0,2075.05,5249,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
133,0,62,23.18,18,65.1,3846.75,0.0,0,1437.16,5283.91,5172,45,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
134,4,5,45.76,22,74.35,334.8,0.0,0,228.79999999999998,563.6,5273,72,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
135,3,50,32.9,18,75.15,3822.45,0.0,0,1645.0,5467.45,6084,74,2,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
136,0,7,28.92,16,79.7,586.05,0.0,0,202.44,788.49,3109,31,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
137,10,70,49.67,19,101.1,6994.8,0.0,0,3476.9,10471.7,4226,52,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
138,2,27,7.02,25,75.2,1929.35,0.0,0,189.54,2118.89,4517,80,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
139,0,21,7.41,51,60.25,1258.35,0.0,0,155.61,1413.96,4870,30,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
140,7,6,41.29,19,94.05,518.75,0.0,0,247.74,766.49,3083,39,2,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
141,0,1,7.34,11,84.6,84.6,0.0,0,7.34,91.94,2196,44,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
142,0,4,48.35,24,89.2,346.2,0.0,0,193.4,539.6,5808,74,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
143,8,72,7.85,20,106.85,7677.4,0.0,100,565.1999999999999,8342.6,4768,69,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
144,0,1,22.86,24,81.1,81.1,0.0,0,22.86,103.96,2075,53,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
145,6,23,13.79,17,59.7,1414.2,0.0,0,317.16999999999996,1731.37,3464,33,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
146,0,1,45.81,21,85.7,85.7,0.0,0,45.81,131.51,4880,68,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
147,0,61,41.23,28,106.6,6428.4,0.0,0,2515.0299999999997,8943.43,4183,39,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
148,3,27,0.0,27,45.85,1246.4,0.0,30,0.0,1276.4,2068,25,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
149,0,13,45.03,0,19.3,259.65,35.28,0,585.39,809.76,2823,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
150,3,65,18.39,28,105.25,6786.4,0.0,0,1195.3500000000001,7981.75,4196,78,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
151,1,18,0.0,30,39.05,669.85,0.0,0,0.0,669.85,2601,46,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
152,6,49,28.42,41,52.15,2583.75,0.0,50,1392.5800000000002,4026.33,5224,19,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
153,1,72,13.72,0,24.8,1874.3,16.26,0,987.84,2845.88,6251,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
154,3,49,22.92,14,90.05,4547.25,0.0,0,1123.0800000000002,5670.33,5059,75,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
155,0,16,47.45,30,65.2,1043.35,0.0,0,759.2,1802.55,4722,48,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
156,0,1,49.2,0,19.3,19.3,0.0,0,49.2,68.5,4266,61,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
157,0,9,24.89,0,19.7,180.7,0.0,0,224.01,404.71,4194,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
158,1,43,14.52,5,110.75,4687.9,0.0,0,624.36,5312.259999999999,2728,77,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
159,1,66,28.86,25,99.5,6822.15,0.0,0,1904.76,8726.91,4479,79,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
160,0,10,0.0,57,40.25,411.45,17.96,30,0.0,423.49,2876,52,5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
161,0,27,20.18,0,19.15,501.35,0.0,0,544.86,1046.21,5606,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
162,0,56,48.8,12,104.55,5794.65,0.0,0,2732.7999999999997,8527.449999999999,6268,80,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
163,1,13,0.0,8,48.75,633.4,0.0,0,0.0,633.4,2655,42,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
164,0,1,4.02,11,42.9,42.9,0.0,0,4.02,46.92,4895,47,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
165,1,23,34.91,30,83.75,1849.95,0.0,0,802.93,2652.88,3585,30,2,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
166,7,20,5.31,10,94.55,1899.65,0.0,0,106.19999999999999,2005.8500000000001,5604,75,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
167,1,54,2.18,71,110.35,5893.15,0.0,0,117.72000000000001,6010.87,6189,21,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
168,0,18,17.51,30,57.65,992.7,0.0,0,315.18,1307.88,3425,25,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
169,6,35,0.0,30,40.9,1383.6,0.0,0,0.0,1383.6,5691,36,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
170,0,2,47.47,19,89.5,161.5,0.0,0,94.94,256.44,2065,69,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
171,1,48,6.36,47,103.25,5037.55,0.0,0,305.28000000000003,5342.83,4736,24,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
172,0,72,10.05,82,108.05,7806.6,0.0,0,723.6,8530.2,5430,19,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
173,0,17,35.88,52,70.8,1207.0,0.0,0,609.96,1816.96,5420,26,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
174,0,8,27.95,0,19.65,164.3,0.0,0,223.6,387.9,5432,74,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
175,1,16,17.96,30,73.85,1284.2,0.0,0,287.36,1571.56,3226,32,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
176,0,3,47.51,85,75.5,220.6,0.0,0,142.53,363.13,5948,30,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
177,0,3,34.76,21,69.85,199.85,0.0,0,104.28,304.13,4764,53,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
178,0,52,0.0,18,49.15,2550.9,0.0,30,0.0,2580.9,5597,76,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
179,2,15,44.13,3,83.05,1258.3,0.0,110,661.95,2030.25,2596,65,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
180,0,21,21.15,9,94.25,1973.75,0.0,0,444.15,2417.9,4819,79,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
181,3,25,33.63,25,89.05,2177.45,0.0,0,840.7500000000001,3018.2,2673,80,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
182,10,59,4.21,21,82.95,4903.15,0.0,0,248.39,5151.54,5295,75,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
183,0,1,32.86,58,75.05,75.05,0.0,0,32.86,107.91,4838,23,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
184,1,33,41.8,41,95.8,3036.75,0.0,60,1379.3999999999999,4476.15,4161,24,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
185,0,2,41.18,14,82.0,184.65,0.0,0,82.36,267.01,3051,42,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
186,0,5,32.12,10,96.25,512.45,0.0,0,160.6,673.0500000000001,5056,62,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
187,0,1,31.34,52,79.05,79.05,0.0,0,31.34,110.39,3555,24,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
188,0,4,0.0,9,24.45,86.6,0.0,0,0.0,86.6,4909,31,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
189,0,4,7.39,4,93.5,362.2,0.0,0,29.56,391.76,4554,47,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
190,1,40,2.03,19,84.85,3303.05,0.0,0,81.19999999999999,3384.25,5764,64,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
191,1,22,19.8,17,67.5,1544.05,0.0,0,435.6,1979.65,3378,49,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
192,0,1,14.19,59,69.6,69.6,0.0,0,14.19,83.78999999999999,2412,25,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
193,5,55,19.41,4,77.75,4458.15,0.0,0,1067.55,5525.7,4398,38,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
194,0,13,17.02,41,96.65,1244.5,0.0,0,221.26,1465.76,2110,28,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
195,0,39,34.74,28,103.45,3994.45,0.0,0,1354.8600000000001,5349.3099999999995,4811,52,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
196,0,1,44.56,27,75.9,75.9,0.0,0,44.56,120.46000000000001,3389,23,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
197,2,72,11.57,18,89.7,6588.95,0.0,0,833.04,7421.99,6016,32,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
198,1,58,43.75,69,94.7,5430.35,0.0,0,2537.5,7967.85,5653,30,3,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
199,10,2,4.65,53,90.35,190.5,0.0,0,9.3,199.8,5361,19,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
200,6,46,4.72,0,20.2,845.6,0.0,0,217.11999999999998,1062.72,2325,44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
201,0,5,37.97,0,19.55,99.6,0.0,0,189.85,289.45,2575,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
202,2,72,11.85,82,109.15,7789.6,0.0,0,853.1999999999999,8642.800000000001,4807,21,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
203,5,17,0.0,23,35.65,646.05,0.0,0,0.0,646.05,5977,48,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
204,0,3,5.39,10,90.7,237.65,0.0,0,16.169999999999998,253.82,3953,47,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
205,4,70,28.54,23,110.5,7752.05,0.0,0,1997.8,9749.85,5979,41,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
206,0,67,4.72,0,19.8,1311.3,0.0,0,316.24,1627.54,4260,31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
207,2,71,16.84,0,19.85,1326.35,0.0,0,1195.64,2521.99,6342,43,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
208,0,2,43.99,27,49.25,91.1,0.0,0,87.98,179.07999999999998,3475,69,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
209,1,33,27.78,8,94.5,3105.55,0.0,0,916.74,4022.29,4333,72,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
210,0,30,45.88,19,91.7,2758.15,0.0,0,1376.4,4134.55,2482,69,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
211,0,20,44.44,13,98.55,1842.8,0.0,120,888.8,2851.6,5444,73,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
212,1,46,5.36,22,101.0,4680.05,0.0,0,246.56,4926.610000000001,2436,80,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
213,0,3,26.52,10,75.1,270.7,0.0,0,79.56,350.26,4965,63,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
214,1,3,13.54,51,50.15,168.15,0.0,0,40.62,208.77,3273,23,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
215,0,25,26.81,12,79.85,2015.35,0.0,0,670.25,2685.6,4535,54,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
216,0,1,38.44,0,19.55,19.55,0.0,0,38.44,57.989999999999995,3556,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
217,1,4,4.14,30,85.95,381.3,0.0,0,16.56,397.86,5640,48,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
218,0,3,36.48,59,45.35,141.5,0.0,0,109.44,250.94,2450,26,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
219,0,45,4.48,51,87.25,3941.7,0.0,0,201.60000000000002,4143.3,5269,29,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
220,0,10,27.57,13,98.55,1008.55,0.0,0,275.7,1284.25,3658,51,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
221,1,67,30.75,5,90.6,6056.15,0.0,0,2060.25,8116.4,4394,31,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
222,1,2,9.76,27,70.7,141.45,0.0,0,19.52,160.97,4559,28,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
223,7,37,0.0,52,40.2,1525.35,0.0,0,0.0,1525.35,2308,23,2,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
224,0,46,2.37,20,110.0,4874.8,0.0,0,109.02000000000001,4983.820000000001,2403,65,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
225,0,9,16.48,12,74.75,706.6,0.0,0,148.32,854.9200000000001,5003,55,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
226,0,19,2.19,18,99.95,1931.75,0.0,0,41.61,1973.36,3670,54,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
227,0,7,15.84,14,61.4,438.9,0.0,0,110.88,549.78,2845,38,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
228,1,7,21.91,11,95.6,644.35,0.0,0,153.37,797.72,3265,74,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
229,0,1,31.13,5,69.65,69.65,0.0,0,31.13,100.78,4741,70,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
230,0,4,30.07,29,44.55,220.75,0.0,0,120.28,341.03,2124,38,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
231,0,10,0.0,23,36.25,374.0,0.0,0,0.0,374.0,4571,33,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
232,0,4,36.93,18,78.85,292.8,0.0,0,147.72,440.52,5301,65,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
233,0,1,22.97,23,85.45,85.45,0.0,0,22.97,108.42,4931,48,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
234,7,28,26.28,19,90.45,2509.25,0.0,0,735.84,3245.09,5823,44,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
235,0,40,0.0,52,50.85,2036.55,0.0,0,0.0,2036.55,2819,27,3,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
236,0,55,37.38,7,100.0,5509.3,0.0,100,2055.9,7665.200000000001,5679,66,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
237,1,13,0.0,71,54.45,706.85,0.0,0,0.0,706.85,5212,28,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
238,0,21,15.89,3,103.85,2215.0,0.0,0,333.69,2548.69,4520,60,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
239,1,47,0.0,25,60.0,2768.65,0.0,0,0.0,2768.65,3248,37,2,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
240,1,20,5.37,24,73.65,1463.5,0.0,0,107.4,1570.9,5849,71,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
241,0,25,36.36,6,89.7,2187.55,23.33,0,909.0,3073.2200000000003,4078,72,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
242,0,32,25.89,0,19.8,587.7,0.0,0,828.48,1416.18,3836,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
243,0,65,27.75,30,105.1,6631.85,0.0,0,1803.75,8435.6,5649,47,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
244,0,9,48.71,15,100.5,918.6,0.0,0,438.39,1356.99,4038,65,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
245,0,3,20.37,17,45.45,141.7,0.0,0,61.11,202.81,3666,35,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
246,4,44,46.54,52,54.9,2549.1,0.0,130,2047.76,4726.86,4412,58,3,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
247,0,35,4.24,0,19.25,677.9,0.0,0,148.4,826.3,2682,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
248,0,10,5.46,24,72.85,688.65,0.0,30,54.6,773.25,3189,69,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
249,0,4,12.24,11,90.05,368.1,0.0,30,48.96,447.06,3212,42,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
250,9,66,0.0,23,50.55,3364.55,0.0,110,0.0,3474.55,4652,33,4,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
251,0,3,35.59,0,19.65,68.35,0.0,0,106.77000000000001,175.12,4852,46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
252,0,1,36.92,6,73.55,73.55,0.0,0,36.92,110.47,4369,75,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
253,1,60,35.22,16,95.75,5742.9,0.0,0,2113.2,7856.099999999999,4129,59,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
